Acinar_cell	B_cell	Ductal_cell_type_1	Ductal_cell_type_2	Endocrine_cell	Endothelial_cell	Fibroblast_cell	Macrophage_cell	Stellate_cell	T_cell
RP11-422P24.10	0	5953.575	73914.775	1170835.4275	143910.9525	53381.77	368665.0475	73121.1875	63314.52	2204.9825
CREB3L4	5730381.585	339791.8575	4748573.8925	20840719.9375	2516186.8975	563791.6975	9182284.5625	767738.735	1682053.0975	198274.4975
JTB	111596450.0375	7454181.035	54509728.245	375236774.9	52968014.6575	12759280.2725	313794193.115	27761680.0725	44122367.675	8198819.2575
RP11-422P24.11	500207.2575	96631.8675	415306.8025	1584560.835	1011510.305	102032.61	1906364.9775	153630.0425	392997.7975	59839.14
RAB13	64882569.8625	608904.705	40462796.7225	232760819.0475	22979642.665	27275702.755	194523998.975	17144342.4075	61953785.245	1053190.2975
RPS27	3743949068.12	489079826.285	1303946114.625	7552503439.27	921082029.0825	304196764.535	8457339085.3	770609012.585	1484523110.9925	410330794.84
TPM3	51965879.14	11525508.275	30470120.655	358866705.9825	34450175.25	23327266.5525	136079009.8925	46121132.8625	20326993.7175	10436744.7775
C1orf43	46786514.8925	3359193.4175	28560409.38	237876793.1525	28477694.225	8716319.08	117445071.7375	17832419.8925	29315400.16	3294362.945
UBAP2L	11227449.9175	860988.4875	5938905.6375	40164664.375	5944409.0575	2362578.4375	34245253.6525	3544452.0575	6640868.8975	744526.27
HAX1	29764126.675	3221133.1275	15295516.2925	123246256.325	27264717.965	5099289.2275	97233952.5125	9471945.045	21030666.975	3711117.655
ATP8B2	1994273.4825	109085.88	1169395.245	1852531.5825	2171311.53	1563146.7825	23972680.5625	314256.8725	3029810.7275	451514.455
RP11-350G8.5	81782.46	5840.62	90238.655	390687.0975	1009069.025	11698.56	265206.88	134076.195	108191.64	36010.3975
IL6R	3085518.6225	196394.42	2345208.73	15933041.1875	7966524.105	669842.0775	6107415.22	3687916.5475	3438168.265	626331.87
SHE	920798.0025	43575.5325	285681.7	936129.3775	822384.6825	5684912.8675	4311859.6075	200419.725	346753.0525	45769.915
TDRD10	0	12465.835	24463.35	160539.13	194614.3225	398008.885	770143.5925	36633.7775	102788.215	6505.7
UBE2Q1	13885306.8075	734123.765	6918426.6775	52927837.45	8666401.4625	3204299.0525	36291823.4625	3312738.5275	4910826.63	694842.5675
CHRNB2	0	0	16399.655	107312.8525	625422.86	0	54171.67	8815.435	7627.905	2120.58
ADAR	34666248.24	2812675.5675	24912406.77	144916264.5625	24863428.355	10298069.3625	118910560.53	12529850.39	20849009.56	3420780.905
KCNN3	502251.9275	297604.8625	181150.155	1494398.315	2940038.8025	2568970.7925	3826026.1525	136332.8175	320089.3925	348375.1825
PMVK	20972497.7925	2788801.6775	17884918.6025	128094303.625	17652063.165	2562342.5225	69505154.1525	7361131.13	14103813.4175	2477549.81
PBXIP1	14771050.9475	1144209.1375	11127317.9175	51422519.1825	11891269.055	2409812.36	56774864.695	3070683.1325	13103079.1	3551829.8425
PYGO2	5498012.8575	460944.365	3257737.1375	19002624.28	3472130.54	635496.5875	10745790.52	858183.865	2745672.0925	525530.4375
RP11-307C12.12	580461.095	79703.5825	533403.5925	2448450.96	1199977.8925	108821.4	1156688.0275	100443.795	300617.8375	48600.3875
SHC1	10972214.93	560639.01	5094863.32	57329931.3775	5834370.0775	8770194.61	71622120.38	2797207.47	9168313.595	582996.035
CKS1B	19516686.1725	6369806.6775	16245757.57	203885790.3725	8585637.1775	2835208.2725	60474922.47	10099958.6125	11156842.14	3387866.11
FLAD1	7069673.3575	972295.2825	4165579.0575	36028855.9575	4816964.875	1471820.0925	18955020.855	2565167.865	4674605.4125	819043.5275
ZBTB7B	6658164.1875	255995.9475	3795831.2675	45491051.55	3037471.2925	747227.8725	8883362.7475	1792671.22	2801515.06	505009.5225
DCST2	85188.2225	18755.52	124595.765	1787150.2925	194887.665	78306.8175	395573.78	36733.245	95574.965	10935.045
RP11-307C12.11	83949.4025	15930.665	113391.9225	2358018.8325	50110.9075	65717.055	182969.07	30411.9975	23202.57	6908.945
ADAM15	11230844.3175	444088.9425	6102907.3975	91259393.0825	9319146.7125	20469611.6525	28293113.2125	4500281.005	5068716.4825	700763.165
EFNA4	5915076.025	375070.6025	3656885.28	31568168.07	1305425.6675	447805.53	18069950.1725	1053766.84	1433010.685	257475.8325
EFNA3	750017.71	48876.4975	617160.325	18500003.9225	529801.75	277371.3475	3729443.0925	273839	319563.44	88992.36
EFNA1	28517881.3625	453374.11	24865279.63	221167862.0075	13280783.0525	12435094.6075	22147456.445	2342995.1275	5819372.375	633551.5225
SLC50A1	13117714.675	1478340.89	6924806.3275	97355580.61	8443259.46	2402349.9675	38807656.35	5334131.5325	5922589.4625	1213705.04
DPM3	36723563.325	1881850.2625	21700741.575	140948464.235	33656350.755	7536513.19	125408808.4775	9373775.505	22217172.9075	2901123.995
KRTCAP2	110002512.885	4704092.095	50900463.155	457485164.59	60005772.7575	18436238.0975	355308152.1025	33895850.465	49579972.645	9290664.0475
TRIM46	167016.155	23934.215	89274.4	2146457.05	670170.685	53488.35	2644893.55	106543.325	365190.415	37193.145
MUC1	55174861.225	1670130.8425	24582191.2575	1114951364.4875	37719228.8875	4667153.2225	92557643.6375	10384455.29	15419520.23	3067375.9025
THBS3	5059225.32	96933.4775	2359201.06	13411302.345	2131520.6275	527149.115	52267696.38	837174.9675	6365782.9	198287.5925
RP11-263K19.4	164651.2425	0	103920.5325	2991232.7	672747.8625	61617.6525	2324019.8625	17897.3275	332521.4125	4598.915
MTX1	14050630.445	1760462.54	9580243.4375	67685962.6475	6578142.1975	2101575.62	56790602.5875	6819027	11324651.13	1198169.2725
GBA	8897099.0575	422010.2125	5159349.31	29949070.0725	7387836.41	1498405.46	31874173.3	6295631.8975	4386915.53	611512.27
FAM189B	3910203.0975	159835.315	2529666.205	21856787.095	2949522.29	1197284.64	14731019.575	1002864.0975	3730404.53	173433.2375
SCAMP3	10334109.7675	1261205.09	8100889.5475	55339946.77	7427993.235	2896639.8225	40199045.72	4744537.3725	7111488.8425	1254828.17
CLK2	6063626.6925	338631.66	2687166.2875	15922603.765	3036965.745	912428.1225	11620748.95	1321541.7675	2217486.96	258184.9775
HCN3	914485.835	37314.1975	499100.935	4637706.69	1387985.4175	96355.665	1423466.8	202384.6125	243321.94	29815.6375
FDPS	30088022.2775	5391431.9875	19940996.8875	179286185.91	18157964.38	11965108.5125	91422039.7625	9409573.2275	19814343.785	3561986.5325
RUSC1-AS1	1079063.2025	32560.735	436989.9625	2733493.39	434875.9	102109.19	1110308.635	219877.575	278864.685	38880.205
RUSC1	8793044.4875	332871.7	5832973.225	51421966.6275	6696490.96	1622166.18	28699121.2125	2102453.9475	7247012.59	448630.515
ASH1L	20710863.815	2282603.705	17901611.06	83437036.68	17213097.365	5465846.6525	82412077.7725	5820297.8375	20024320.16	2309077.355
MSTO1	2074908.8125	207966.0825	1384985.8825	11716466.7225	2124435.365	461514.7675	11252800.665	834913.735	1945702.9325	268017.6925
YY1AP1	13028594.49	807109.7125	5948647.6475	38764061.9575	6858263.0425	1791773.6875	29363582.1875	3062024.9225	6614701.2325	775322.7125
DAP3	23704744.8375	2777892.485	10483828.2925	80641985.095	10231595.3225	3038955.735	65781353.005	8103575.0375	12052718.9325	2549602.785
GON4L	9721355.5525	1279151.5775	7330204.9625	42225913.78	7279119.22	3959743.08	35584609.735	3810096.19	8808122.3075	1296080.215
SYT11	1583046.2125	229346.49	656538.7	3542136.0575	5716427.3725	1966297.88	19096882.5725	1646795.2425	5397068.97	437775.4025
RIT1	6315453.895	518017.0525	4344327.065	31631580.5825	4050599.8975	2577740.3275	23834840.07	5579201.2725	5895747.42	567705.31
KIAA0907	10822818.9675	1450378.46	8178806.305	74030165.555	7571218.315	2808769.8975	35047987.22	2701377.725	8052842.5825	1263786.7075
RXFP4	0	0	0	80822.5975	0	1449.44	0	0	0	0
ARHGEF2	7157769.8625	1396854.635	6747641.8375	35510289.07	3537751.2725	4394751.01	32536034.1125	4850231.795	11410849.135	1012149.9875
RP11-336K24.12	164577.175	64468.4575	120428.725	1009350.3175	0	22521.21	342431.8775	96080.0175	78687.7975	44061.015
SSR2	166183635.4475	10613468.335	66302792.4475	363134425.23	54046671.26	15062581.3425	553872340.5875	36842162.31	69914032.1775	13589707.3275
UBQLN4	6068100.1025	262594.6775	3697479.755	21826849.5	2127136.27	874950.0425	11833579.995	1163625.1975	2665219.5075	281397.85
LAMTOR2	64013021.95	3951526.35	33586838.5425	281009006.73	27332330.6125	10112298.59	146660629.0825	33713604.015	29735264.53	4034307.46
RAB25	34553442.52	290326.6525	25015214.1325	264632754.88	12479444.9075	736532.09	12588304.5675	1513075.585	2356109.28	470669.4875
MEX3A	3402833.2975	32148.2625	2057893.43	2454409.85	192946.89	541560.6	6304778.8425	86389.1225	676564.05	21978.7925
LMNA	70882104.545	1725737.915	48835277.855	560084224.07	44427515.3125	61761686.3325	785871900.6475	22245217.1125	177031286.6825	3369239.155
SEMA4A	1412596.31	1386550.1025	2272593.3475	4934998.39	1401929.25	265465.87	3687790.985	3474076.1025	793044.6275	352655.395
SLC25A44	2927768.94	210821.5775	2142160.205	10082264.7975	1880092.7975	936265.0475	8962578.9925	968632.535	2384411.4425	249718.5425
PMF1	21105036.96	3503170.1175	15700550.495	67056234.6475	12066991.9875	3737547.47	61864251.9025	6654378.955	13546540.715	2770021.885
BGLAP	327802.415	17826.7375	227794.415	838583.325	240967.945	48469.995	1683724.425	46190.04	274514.7525	26140.9075
PAQR6	415800.1625	28346.1525	477840.56	2930452.1425	918205.8275	99518.4425	821598.7925	114330.8	192111.495	91382.515
SMG5	4737727.9275	326213.7425	3326994.96	25413644.8625	3037936.4325	947571.445	12178207.5075	1365197.7475	2239027.67	407451.3575
TMEM79	752181.94	183162.4525	812201.575	8211539.7575	574351.94	216682.9275	3058167.675	375771.2225	486718.32	134311.435
C1orf85	11717856.57	401613.8425	6731498.75	34676408.1725	7182829.36	1770418.5975	75191898.6	6591880.965	7752625.8975	555309.35
CCT3	38350919.315	6527456.8525	21064572.005	179592834.195	23353386.89	8135254.8875	129195592.52	12980769.3175	32784881.2325	3981082.7675
RP11-98G7.1	250989.0975	0	50212.2025	455088.445	0	14139.4875	104803.7775	8831.025	56219.7125	0
MEF2D	9154049.6525	483093.345	3426572.3725	30775955.645	6292138.0225	2310154.6225	34748345.9875	2909131.9125	15621340.1325	592394.705
IQGAP3	498928.9775	95769.29	81661.875	6595520.965	288049.5175	83651.585	1396109.4625	522747.035	394854.7075	67535.335
APOA1BP	30479431.1075	2169015.1625	18838641.23	115567039.41	20257763.5075	2911784.34	80263551.7675	7071402.3075	20391111.07	2070498.9275
GPATCH4	9797904.16	1541289.875	5690537.445	46860456.0075	3525325.7925	2302638.005	30092655.3375	3450201.0925	10912661.0025	973966.2
HAPLN2	0	0	16723.6925	65488.95	144494.7925	19187.1275	313421.6125	0	721549.2025	4216.8825
RP11-284F21.9	0	6089.8225	57365.2	3290334.6675	0	30296.7075	212815.0025	35463.26	23243.79	13161.6675
BCAN	166965.0375	3247.1425	25404.8	561395.5975	96929.6725	14032.9575	1269457.715	37819.7	262985.415	5721.3125
RP11-284F21.10	83585.305	18547.8425	73350.65	5344801.84	190512.2225	68788.375	234993.13	40998.12	48511.345	17011.115
NES	2562531.07	148540.5675	1059557.04	4357482.8775	4291495.6825	10278838.6025	21788102.845	638269.1475	11815311.3125	156741.9
CRABP2	3655822.8875	100930.8875	4295907.01	380373846.7125	3580119.0275	508979.6175	204615502.6275	3182371.6225	4199727.8975	315868.555
ISG20L2	5887562.22	1026144.1475	4765546.8025	36009181.4775	4974608.265	1911718.5675	27760042.5275	2707960.6275	6574901.3975	888637.875
RRNAD1	6085314.7	391021.55	3957876.625	26577274.105	4134940.9025	1037467.4425	14711320.6775	1456846.6475	2636926.9275	364933.0375
MRPL24	27972871.67	1523892.4	17087344.345	111888443.8875	12883217.7725	4077845.58	77376904.1875	7875501.9525	21245138.5575	1606507.1475
HDGF	30991837.335	1646038.96	19428162.8975	167134997.7025	13853269.58	4093621.7825	66073150.1275	6328237.385	11407664.3875	1304505.5025
PRCC	11380861.89	1477340.28	8466181.4925	48969333.76	7307676.2325	2645502.2375	39418033.3875	3600729.625	8980906.98	1271964.485
SH2D2A	1995785.285	155154.68	670746.445	5781094.02	2662910.255	281928.8775	6644274.06	879634.0025	1421984.785	2652310.5825
NTRK1	742098.9375	3591.6075	72789.94	314674.5825	196817.63	12571.155	2710353.2325	31506.525	95647.6325	92645.995
INSRR	0	0	7602.42	71148.285	386478.34	5614.25	130021.3875	0	7748.475	0
PEAR1	1325091.075	39919.8275	382380.8625	4041665.945	1450201.765	1828933.7225	8618168.395	309578.0425	8750032.82	93825.5875
ARHGEF11	2571331.4775	15479.1625	1446367.325	10789123.8175	1206326.25	469771.955	5859620.3325	801924.2875	1449839.2825	37229.8025
ETV3	1655431.99	135743.5625	1424810.0475	17920081.3725	1823444.2775	1107426.1275	12893314.1775	1443171.315	2428679.44	227500.615
FCRL5	417228.1875	1170021.4425	181277	810331.035	8126515.975	52540.5625	923222.3625	244146.75	191776.515	1416293.585
FCRL3	413119.3975	1017053.375	244325.0425	783333.3	340515.7675	71849.6525	977975.2225	178598.37	211072.94	295571.0675
FCRL2	414878.67	1665551.3525	261077.3925	821656.06	536561.6075	62766.06	1084306.925	133619.9275	165767.3975	220016.6975
FCRL1	492347.825	1231689.26	191237.9275	497762.1725	98216.55	40254.8025	921555.79	114758.4575	258920.7625	88474.15
CD5L	0	41448.7575	0	35884.835	0	1496.5	0	8479.6875	0	0
KIRREL	913097.955	31072.095	901364.3	2212851.575	576004.75	281275.225	25835420.055	96576.5575	7923488.655	25742.785
RP11-404O13.1	83932.85	2888.5175	57776.8325	147908.3375	95895.175	669449.9025	179826.6975	13919.6025	47805.83	6816.075
CD1D	833149.4	817909.2375	700756.8325	1104205.5775	1106343.535	956456.03	1783764.685	6041123.5025	973258.5325	222439.2575
RP11-404O13.5	0	15202.415	9049.6875	27587.9175	48299.65	9984.2925	79491.6425	924727.6925	224941.5125	8867.6375
CD1A	417271.175	155263.8025	56570.93	582313.26	192241.6275	33064.1525	867358.62	3516838.81	230568.9325	32277.88
CD1C	1837638.2925	1625073.97	551639.9775	2080322.22	673484.4675	156210.5375	3252871.4275	14174736.96	904242.7875	220002.9125
CD1E	671744.215	40446.2525	210633.68	1065504.3375	527212.71	104576.025	1388748.26	11312446.71	846979.5	219265.4725
MNDA	2819518.7075	724998.8375	945554.7775	4106043.7725	1782647.95	523102.14	15765562.355	61510288.255	5146035.975	379528.685
PYHIN1	1078560.9175	457917.9075	575702.6825	1311796.7725	724751.0625	224572.8175	3473006.4275	475234.1875	892676.905	2085644.6575
IFI16	15036314.8175	8042117.875	12962072.7525	129883471.0975	12545327.03	35737164.075	313332565.1525	34514024.39	64725093.53	8539178.025
AIM2	659319.58	3830329.48	386478.525	1518738.3625	866576.0425	191469.2875	1528314.695	1066569.68	498259.5675	441992.96
CADM3	416929.48	22397.6275	67082.5775	382033.135	1262253.25	757509.43	5139504.625	48285.4075	208114.9275	25676.365
CTA-134P22.2	82003.96	3391.0275	56896.34	288012.4575	291555.1375	945099.39	211163.2275	36390.6425	14935.9725	10784.3625
DARC	9401140.2925	729582.775	3771462.06	16815059.015	11358799.9175	77550789.295	14533464.565	2716709.3275	4468127.3925	875191.035
FCER1A	1584559.955	64357.1675	425072.4475	1846005.61	1211014.5975	157315.83	3608273.55	25955972.66	1617295.8825	153673.8025
CRP	6078202.6225	208115.035	53450278.0475	21186326.255	1982771.3225	525358.4225	15443649.725	1178385.1925	1457582.95	199020.6875
DUSP23	72449105.6175	1175072.615	30656605.685	260665000.195	14631177.13	22106028.4275	84095615.19	15447285.5975	12320057.33	1667234.1875
FCRL6	580615.6375	40184.205	72275.3175	593033.625	287157.4925	68745.315	890210.93	162021.04	272800.995	322363.27
SLAMF8	1000352.6425	46102.64	363342.2075	1324417.035	623042.875	168176.25	4052730.5575	9541429.58	852137.3	115955.0575
C1orf204	496097.2775	15803.1625	598547.7025	2256248.6575	530378.885	84520.1875	1704084.295	101485.765	269451.1925	30534.5475
VSIG8	82003.96	9619.16	228243.215	2082752.5525	483113.43	39797.3275	849239.9875	67967.7325	85546.0425	28857.765
RP11-190A12.8	247310.3575	6259.4675	181016.57	822313.955	433191.6875	66859.145	1053385.3225	54905.38	101983.785	6942.74
CCDC19	0	15062.015	65511.8375	1233613.91	47939.77	127112.225	288544.33	31720.1525	140893.3	11283.89
TAGLN2	188898901.4075	10875517.415	89682881.1825	1124914356.1225	61132153.07	52622455.4525	415812611.2325	54033522.2025	113605205.2225	10724978.325
IGSF9	2003438.8275	27645.99	1144396.915	20996538.02	578678.7325	80130.535	963889.0025	228793.8925	230824.4475	53691.9775
SLAMF9	249421.545	9490.8225	154741.335	1119635.275	289567.295	20403.0425	692024.1375	3226963.6075	171842.585	26276.6425
LINC01133	1991205.99	147939.215	1854578.14	306670403.495	2180294.3025	281155.065	14793938.21	685268.285	1179762.5075	218624.395
PIGM	7729392.4275	256010.9	4165521.99	21012289.9775	3574068.3475	1029609.42	11622780.795	1583143.1525	2540228.44	296418.2975
IGSF8	6809121.16	530067.6	7217398.2775	33382485.7775	5594470.2775	788077.745	25444473.0375	1387389.555	4265417.2475	603520.75
ATP1A2	162467.9325	3197.87	82174.9425	328145.9375	477190.2425	38433.5225	629291.3	68696.7875	4974701.1525	12347.555
RP11-536C5.7	166574.075	26142.755	76855.205	229885.7475	48598.535	131427.6325	365911.1575	60312.4125	56220.6025	13002.52
PEA15	15631632.415	1282332.3275	9223198.07	56259186.0125	8497335.3275	11148343.0075	117624417.8275	15374653.44	15896265.26	906336.9775
DCAF8	16754553.33	998059.185	9139957.535	45505800.4925	10146832.2725	2908177.7675	39756247.4675	3321692.44	9905964.4025	1186293.57
RP11-574F21.2	165055.6375	15650.7925	136711.6475	699092.7975	193235.78	19955.4075	449604.4075	4370.5475	89040.7475	25894.83
PEX19	6089787.165	675568.625	5872627.03	26366516.2075	4863675.095	994265.205	22784180.6525	2253285.4725	4992725.6575	594814.7725
COPA	29343229.0725	1318303.6475	13799343.16	100051876.8975	13145331.3925	6003174.3975	105926937.965	9726065.055	15015498.12	1359763.7475
NCSTN	17018670.0425	795037.16	11295305.3225	62287398.0425	9550702.285	3220624.515	47196052.2775	7038906.755	8661840.195	1039890.83
VANGL2	5156685.2675	27277.375	3270476.2125	5974505.92	915522.915	258699.665	5785046.8625	99624.9875	660591.955	32881.445
SLAMF6	1154732.2975	664385.6	382262.845	3404740.9525	1211948.9825	131571.0925	1936504.32	444660.695	589570.595	1087758.0775
RP11-528G1.2	19263042.0125	123681.83	28637202.82	71050388.0825	3569490.04	431621.81	4304155.0525	682821.88	1184002.8625	197365.1375
CD84	3170446.5225	905100.505	1200200.08	3762650.365	1447035.2575	377515.245	5641011.095	16680161.9125	2358775.8925	2162581.775
SLAMF1	1162141.53	585374.785	305934.185	1188789.1175	1062347.32	579648.465	1769226.4075	550591.715	677980.2675	1583635.61
RP11-404F10.2	0	15108.825	24659.32	46285.145	0	13706.465	51876.255	9038.3475	24265.305	30037.2475
CD48	4815748.6175	8773200.3275	2235926.5175	6927318.1525	4155604.63	733387.1525	10769487.9175	18921163.07	4395524.67	9176302.2525
SLAMF7	1250634.2775	392595.485	487294.855	3993171.305	4111705.8875	92774.2	1630979.345	1928656.1325	523659.725	1013566.965
LY9	332272.8675	1259057.825	338550.4625	749431.6675	1634815.4325	94268.835	879440.7975	656920.34	342517.835	943720.645
CD244	251010.7225	22250.0025	73534.9375	431542.485	193204.875	42311.3825	504621.135	415791.015	172882.02	253225.3925
ITLN1	1166857.6775	23706.0425	263297.3225	17470185.7775	95898.1975	30087.2025	2096936.7625	158866.93	173251.7575	51147.555
F11R	21054938.96	411950.51	13008688.0075	154925349.945	7723582.825	4442623.195	10871391.7	4398789.1575	2619877.7725	635978.4225
TSTD1	84364874.1425	3635911.8675	61137529.8775	330309215.97	45736431.4425	1550914.305	36123802.635	7663061.9725	6216474.5775	4739629.1425
USF1	1494325.23	119370.55	586373.5025	3228910.615	625104.77	264400.07	2353834.6125	470231.915	692703.7325	96188.6175
ARHGAP30	1584867.18	2371777.64	862016.5825	7067401.6525	1787525.8825	307687.5075	4010492.075	7608589.9175	1675396.1275	2696844.5
